COD_ID,NOME,SUB,SUB_NOME,MUN,CONJ_CODIGO,CONJ_NOME,kVA_instalado,kW_DER,n_DER,empreendimentos_mmgd,potencia_kw_mmgd,potencia_kw_bdgd_mesmas_chaves,diferenca_kw_mmgd_menos_bdgd_mesmas_chaves,diferenca_kw_mmgd_menos_bdgd_total,penetracao_gd_pct,cobertura_vs_bdgd_pct,fonte_predominante,classe_predominante,subgrupo_predominante,periodo_primeira_data,periodo_ultima_data
HMT3463A,LDS 24903/LDS 1872,10386096,SETD HUMAITA,3304557,15059,HUMAITA SUBTERRANEO,7110.0,503.53,36,36,450.71999999999997,503.5299999999999,-52.809999999999945,-52.81,6.339240506329114,89.5120449625643,UFV — Radiação solar,Comercial (CO),B3,2018-10-19,2025-06-26
CCD803,LDA PADRETEL,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,9735.0,445.35,44,43,447.34999999999997,437.34999999999997,10.0,2.0,4.595274781715459,100.44908498933422,UFV — Radiação solar,Comercial (CO),B3,2019-11-01,2025-12-03
ESP006,LDA CILON,18519958,SETD ESPERANCA,3304557,16899,ESPERANCA AEREO AT/MT,11460.0,447.28,16,16,447.28000000000003,447.28000000000003,0.0,0.0,3.9029668411867364,100.0,UFV — Radiação solar,Comercial (CO),B3,2019-08-09,2025-11-30
CUR33133,LDA ICARO,10386042,SETD CURICICA,3304557,16901,CURICICA AEREO,9735.0,446.25,49,49,446.25,446.25,0.0,0.0,4.583975346687211,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-03-21,2025-11-03
MNB007,LDA WALLACE,18520902,SETD MENA BARRETO,3302858,15057,MENA BARRETO AEREO,7927.5,444.91,68,68,444.90999999999997,444.90999999999997,0.0,-0.0,5.612235887732576,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-03-25,2025-12-01
TUR001,LDA CANANEIA,1294,SETD TURIACU,3304557,15002,TURIACU,7950.0,463.39,71,69,443.89000000000004,443.89000000000004,0.0,-19.5,5.583522012578618,95.79188156844128,UFV — Radiação solar,Residencial (RE),B1,2020-09-14,2025-12-31
VVQ9898,LDA JAPOREMA,1177,SETD VILA VALQUEIRE,3304557,15032,VILA VALQUEIRE,9160.0,482.7,61,60,443.7,462.7,-19.0,-39.0,4.843886462882096,91.92044748290864,UFV — Radiação solar,Residencial (RE),B1,2019-01-30,2025-12-11
PDD9896,LDA JOMINGUES,1231,SETD PIEDADE,3304557,14998,PIEDADE,8820.0,505.71,47,46,443.27,441.71,1.5600000000000023,-62.44,5.025736961451247,87.6530027090625,UFV — Radiação solar,Residencial (RE),B1,2017-10-30,2025-11-30
BAR3121,LDS 4868,10385907,SETD BARRA,3304557,15690,BARRA SUBTERRANEO,9295.0,463.46,35,35,442.99999999999994,463.46,-20.460000000000036,-20.46,4.766003227541688,95.58537953652957,UFV — Radiação solar,Residencial (RE),B1,2017-05-08,2025-03-19
GNB29340,LDA ABITIRUM,1150,SETD GUANABARA,3304557,15037,GUANABARA AEREO,8557.5,445.37,69,69,442.37,445.37,-3.0,-3.0,5.169383581653521,99.32640276623931,UFV — Radiação solar,Residencial (RE),B1,2018-06-22,2025-12-31
PDD29568,LDA MUCURY,1231,SETD PIEDADE,3304557,14998,PIEDADE,9085.0,443.89,54,54,442.08,443.89,-1.8100000000000023,-1.81,4.866042927903137,99.59224132104801,UFV — Radiação solar,Residencial (RE),B1,2019-07-16,2025-12-08
CLG0003,LDA ITAIM,1249,SETD COLEGIO,3304557,15021,COLEGIO AEREO,7222.5,443.55,44,44,442.04999999999995,443.54999999999995,-1.5,-1.5,6.120456905503634,99.66181941156576,UFV — Radiação solar,Residencial (RE),B1,2020-03-26,2025-11-30
CXS004,LDA DOLORES,18520785,SETD CAXIAS,3301702,15700,CAXIAS AEREO,8025.0,449.3,52,51,441.29999999999995,443.29999999999995,-2.0,-8.0,5.499065420560747,98.21945248163809,UFV — Radiação solar,Residencial (RE),B1,2019-05-30,2025-08-26
CAM012,LDA ABAETE,18520488,SETD CAMARA,3304557,14991,CAMARA,6795.0,464.38,36,35,441.24,457.24,-16.0,-23.14,6.493598233995585,95.01701192988502,UFV — Radiação solar,Comercial (CO),B3,2020-11-23,2025-11-10
NIG006,LDA CLEDON,18519976,SETD NOVA IGUACU,3303500,15692,NOVA IGUACU,8077.5,440.55,53,53,440.54999999999995,440.54999999999995,0.0,-0.0,5.454038997214484,99.99999999999999,UFV — Radiação solar,Residencial (RE),B1,2019-03-01,2025-12-06
ABR001,LDA FARRULA,18520731,SETD AREIA BRANCA,3300456,15054,AREIA BRANCA AEREO,11602.5,439.3,45,45,439.3,439.3,0.0,0.0,3.786252962723551,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-08-12,2025-12-15
RCP29399,LDA MORSILVA,10386006,SETD RIO COMPRIDO,3304557,15058,RIO COMPRIDO AEREO,10440.0,452.94,42,42,438.42,452.94,-14.519999999999982,-14.52,4.199425287356322,96.79427738773347,UFV — Radiação solar,Residencial (RE),B1,2018-07-17,2025-11-30
WLS00011,LDA SALGAMA,18519994,SETD WASHINGTON LUIS,3301702,15073,WASHINGTON LUIS AEREO,4792.5,442.89,50,50,438.27,442.89,-4.6200000000000045,-4.62,9.14491392801252,98.95685158843054,UFV — Radiação solar,Residencial (RE),B1,2019-03-01,2025-09-29
ITP33396,LDA SERNAMBI,10385988,SETD ITAPEBA,3304557,15066,ITAPEBA AEREO URBANO,14870.0,449.98,66,65,438.05,444.98,-6.930000000000007,-11.93,2.9458641560188297,97.3487710564914,UFV — Radiação solar,Residencial (RE),B1,2018-06-26,2025-12-09
CUR33309,LDA SALVADOR,10386042,SETD CURICICA,3304557,16901,CURICICA AEREO,14922.5,479.61,30,28,437.61,437.61,0.0,-42.0,2.9325515161668623,91.2428848439357,UFV — Radiação solar,Comercial (CO),B3,2019-12-26,2025-11-30
SRP00012,LDA IPORANGA,18520803,SETD SARAPUI,3301702,15000,SARAPUI,9900.0,442.92,32,31,436.92,437.92,-1.0,-6.0,4.413333333333333,98.64535356272013,UFV — Radiação solar,Comercial (CO),B3,2020-02-10,2025-11-30
TRS007,LDA MACONARIA,18520326,SETD TRES RIOS,3306008,15087,TRES RIOS AEREO AT/MT,9342.5,449.95,61,60,433.95,433.95,0.0,-16.0,4.6449023280706445,96.44404933881543,UFV — Radiação solar,Residencial (RE),B1,2019-12-30,2025-12-11
BAR3462,LDS 34853/RIBAS/VIBARRA,10385907,SETD BARRA,3304557,15690,BARRA SUBTERRANEO,1077.5,426.56,51,51,433.62999999999994,426.56,7.069999999999936,7.07,40.244083526682125,101.65744561140284,UFV — Radiação solar,Residencial (RE),B1,2019-05-13,2025-11-12
RCP9821,LDA ALZIBRAM,10386006,SETD RIO COMPRIDO,3304557,15058,RIO COMPRIDO AEREO,11587.5,428.63,49,49,433.13,428.63,4.5,4.5,3.7379072276159655,101.049856519609,UFV — Radiação solar,Comercial (CO),B3,2018-07-31,2025-11-30
BAR29691,LDA ITALIA,10385907,SETD BARRA,3304557,15013,BARRA AEREO,7027.5,433.1,48,48,433.1,433.1,0.0,0.0,6.162931341159729,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-04-29,2025-12-04
ABR003,LDA PRATA,18520731,SETD AREIA BRANCA,3300456,15054,AREIA BRANCA AEREO,8505.0,437.47,40,39,432.47,432.47,0.0,-5.0,5.084891240446796,98.85706448442178,UFV — Radiação solar,Residencial (RE),B1,2019-08-15,2025-11-03
JDB29572,LDA CASTORINA,10385880,SETD JARDIM BOTANICO,3304557,15071,JARDIM BOTANICO AEREO,6502.5,432.24,58,58,432.24,432.24,0.0,0.0,6.647289504036909,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-09-06,2025-12-23
CHR012,LDA AROAQUI,18520758,SETD CACHAMORRA,3304557,15011,CACHAMORRA,4012.5,493.95,40,38,430.82000000000005,429.55,1.2700000000000387,-63.13,10.736947040498444,87.21935418564634,UFV — Radiação solar,Residencial (RE),B1,2019-04-26,2025-08-04
PCI0010,LDA PITOMBEIRA,450101398,SETD PACIENCIA,3304557,16900,PACIENCIA,7672.5,454.05,46,45,430.75,415.04999999999995,15.700000000000045,-23.3,5.614206581948517,94.86840656315384,UFV — Radiação solar,Residencial (RE),B1,2019-12-20,2025-12-09
CMS012,LDA FURADO,18520839,SETD COSMOS,3304557,16897,COSMOS,11505.0,433.25,49,48,428.75,428.75,0.0,-4.5,3.7266405910473708,98.96133871898442,UFV — Radiação solar,Residencial (RE),B1,2019-07-18,2025-12-12
CBI33795,LDA TOLEDO,1141,SETD CACHAMBI,3304557,15027,CACHAMBI AEREO,10402.5,428.53,43,43,427.87000000000006,428.53000000000003,-0.6599999999999682,-0.66,4.113145878394618,99.84598511189418,UFV — Radiação solar,Residencial (RE),B1,2019-04-26,2025-12-10
AFR006,LDA CUPERTIBA,18520461,SETD ARI FRANCO,3304557,15010,ARI FRANCO,7980.0,442.32,41,41,427.32,442.32,-15.0,-15.0,5.354887218045112,96.60879001627781,UFV — Radiação solar,Residencial (RE),B1,2019-05-20,2025-09-18
CBI24955,LDA LAGETINS,1141,SETD CACHAMBI,3304557,15027,CACHAMBI AEREO,10212.5,426.13,43,43,426.13,426.13,0.0,0.0,4.172631578947368,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-10-04,2025-11-30
GNB29257,LDA NAUTICA,1150,SETD GUANABARA,3304557,15037,GUANABARA AEREO,11302.5,431.12,58,57,425.12,425.12,0.0,-6.0,3.7612917496129175,98.60827611801818,UFV — Radiação solar,Residencial (RE),B1,2020-01-02,2025-11-30
BMT29601,LDA ADOLFO,1195,SETD BOCA DO MATO,3304557,15055,BOCA DO MATO AEREO,12587.5,423.55,57,57,423.54999999999995,423.54999999999995,0.0,-0.0,3.364846077457795,99.99999999999999,UFV — Radiação solar,Residencial (RE),B1,2019-12-05,2025-12-05
MNB014,LDA LUSSAC,18520902,SETD MENA BARRETO,3302858,15057,MENA BARRETO AEREO,7515.0,422.22,42,42,422.21999999999997,422.21999999999997,0.0,-0.0,5.6183632734530935,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-08-07,2025-12-08
JAB003,LDA PAULAFON,18520749,SETD JABOATAO,3304557,15029,JABOATAO AEREO,3855.0,421.81,44,44,421.78999999999996,421.81,-0.020000000000038654,-0.02,10.941374837872893,99.99525852872146,UFV — Radiação solar,Residencial (RE),B1,2019-03-18,2025-11-19
CXS011,LDA CASSIPORE,18520785,SETD CAXIAS,3301702,15700,CAXIAS AEREO,7237.5,421.77,61,61,421.77,421.77,0.0,0.0,5.827564766839378,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-09-10,2025-11-30
CRM0006,LDA RIAD,280389625,SETD CARMARI,3303500,15691,CARMARI,9457.5,426.8,49,47,416.82,417.2,-0.37999999999999545,-9.98,4.407295796986519,97.66166822867854,UFV — Radiação solar,Residencial (RE),B1,2019-05-29,2025-11-11
CUR33334,LDA DOURADA,10386042,SETD CURICICA,3304557,16901,CURICICA AEREO,15507.5,566.72,28,26,416.71999999999997,416.71999999999997,0.0,-150.0,2.6872158632919554,73.53190287972896,UFV — Radiação solar,Comercial (CO),B3,2022-04-01,2025-12-11
VVQ33140,LDA TELES,1177,SETD VILA VALQUEIRE,3304557,15032,VILA VALQUEIRE,8812.5,415.65,52,52,415.65,415.65,0.0,0.0,4.716595744680851,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-05-17,2025-11-18
LPD29159,LDA LEMAX,10386033,SETD LEOPOLDO,3304557,15030,LEOPOLDO AEREO,9335.0,378.72,50,50,415.52,378.72,36.799999999999955,36.8,4.45120514193894,109.71694127587664,UFV — Radiação solar,Residencial (RE),B1,2019-01-04,2025-12-04
PMG004,LDA LIMITES,18520479,SETD PADRE MIGUEL,3304557,15019,PADRE MIGUEL,8356.4,452.93,56,55,414.93000000000006,412.93000000000006,2.0,-38.0,4.965415729261405,91.61018258892103,UFV — Radiação solar,Residencial (RE),B1,2018-12-28,2025-12-09
PDD9861,LDA GLERMINA,1231,SETD PIEDADE,3304557,14998,PIEDADE,9837.5,426.06,53,52,414.14,416.06,-1.920000000000016,-11.92,4.209809402795425,97.20227198047223,UFV — Radiação solar,Residencial (RE),B1,2021-05-10,2025-12-10
CHR002,LDA MORICA,18520758,SETD CACHAMORRA,3304557,15011,CACHAMORRA,6997.5,414.27,70,69,413.79,409.37,4.420000000000016,-0.48,5.913397642015005,99.88413353609965,UFV — Radiação solar,Residencial (RE),B1,2019-07-04,2025-12-09
STC00004,LDA SANCARLO,34192093,SETD SANTA CLARA,3304144,15052,SANTA CLARA AEREO,7050.0,422.01,46,44,412.3299999999999,412.3299999999999,0.0,-9.68,5.848652482269502,97.70621549252385,UFV — Radiação solar,Residencial (RE),B1,2019-02-28,2025-12-17
AGR012,LDA UBIRA,1285,SETD AGUA GRANDE,3304557,15045,AGUA GRANDE AEREO,9592.5,403.67,56,55,412.16999999999996,399.16999999999996,13.0,8.5,4.296794370602032,102.10568038249063,UFV — Radiação solar,Residencial (RE),B1,2019-10-11,2025-12-09
CBI24854,LDA MENDEVAZ,1141,SETD CACHAMBI,3304557,15027,CACHAMBI AEREO,8867.5,410.4,31,31,410.4,410.4,0.0,0.0,4.6281364533408516,100.0,UFV — Radiação solar,Comercial (CO),B3,2019-09-26,2025-12-15
JDB807,LDS 807/ESTR/CAIOMAR,10385880,SETD JARDIM BOTANICO,3304557,15071,JARDIM BOTANICO AEREO,5137.5,636.251,43,40,410.37,465.87,-55.5,-225.881,7.987737226277372,64.4981304548048,UFV — Radiação solar,Residencial (RE),B1,2017-08-09,2025-12-18
MNB013,LDA GRINALDINA,18520902,SETD MENA BARRETO,3302858,15057,MENA BARRETO AEREO,10275.0,415.97,45,45,409.88999999999993,415.96999999999997,-6.080000000000041,-6.08,3.9891970802919703,98.53835613145176,UFV — Radiação solar,Residencial (RE),B1,2018-01-05,2025-09-19
CCD910,LDA SHOPICEM,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,9680.0,429.32,57,54,409.74,408.57000000000005,1.169999999999959,-19.58,4.232851239669421,95.43929935712289,UFV — Radiação solar,Residencial (RE),B1,2019-01-17,2025-12-10
AFR005,LDA DRICA,18520461,SETD ARI FRANCO,3304557,15010,ARI FRANCO,13612.5,395.8,38,38,409.37,395.8,13.569999999999993,13.57,3.007309458218549,103.42849924204143,UFV — Radiação solar,Residencial (RE),B1,2019-12-04,2025-11-30
RCP33207,LDA SIQUEIRA,10386006,SETD RIO COMPRIDO,3304557,15058,RIO COMPRIDO AEREO,7297.5,408.37,52,52,408.37,408.37,0.0,0.0,5.596026036313806,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-02-25,2025-11-30
MNB004,LDA GOCEPE,18520902,SETD MENA BARRETO,3302858,15057,MENA BARRETO AEREO,8340.0,408.2,65,65,408.20000000000005,408.20000000000005,0.0,0.0,4.894484412470025,100.00000000000001,UFV — Radiação solar,Residencial (RE),B1,2019-11-18,2025-12-04
MRT9928,LDA ITABORA,1312,SETD MERITI,3305109,14993,MERITI,9427.5,451.1,38,35,407.5,407.5,0.0,-43.6,4.322460885706709,90.33473730880071,UFV — Radiação solar,Residencial (RE),B1,2020-03-30,2025-11-30
CRO001,LDA VICENTINA,18521055,SETD COELHO DA ROCHA,3305109,15035,COELHO DA ROCHA,3535.0,406.3,9,9,406.3,406.3,0.0,0.0,11.493635077793494,100.0,UFV — Radiação solar,Industrial (IN),A4,2021-09-02,2025-04-09
JDB932,LDS 932/ANG/FARO/EUGENIA,10385880,SETD JARDIM BOTANICO,3304557,15071,JARDIM BOTANICO AEREO,8227.5,406.08,44,44,406.08000000000004,406.08000000000004,0.0,0.0,4.935642661804923,100.00000000000003,UFV — Radiação solar,Residencial (RE),B1,2010-09-23,2025-12-17
CXS013,LDA FLORES,18520785,SETD CAXIAS,3301702,15700,CAXIAS AEREO,6825.0,413.18,58,57,405.18,405.18,0.0,-8.0,5.936703296703297,98.06379786049663,UFV — Radiação solar,Residencial (RE),B1,2020-08-25,2025-12-06
REC00004,LDA GUIOMAR,132097219,SETD RECREIO,3304557,14999,RECREIO,13750.0,458.02,27,26,398.02000000000004,398.02000000000004,0.0,-60.0,2.8946909090909094,86.90013536526791,UFV — Radiação solar,Residencial (RE),B1,2020-12-22,2025-12-04
CBI24826,LDA TENCOSTA,1141,SETD CACHAMBI,3304557,15027,CACHAMBI AEREO,7665.0,425.42,64,61,395.62,395.62,0.0,-29.8,5.161382909328115,92.99515772648206,UFV — Radiação solar,Residencial (RE),B1,2019-10-01,2025-11-30
MNB012,LDA CAETANO,18520902,SETD MENA BARRETO,3302858,15057,MENA BARRETO AEREO,6450.0,461.25,52,49,395.25,433.25000000000006,-38.00000000000006,-66.0,6.127906976744186,85.6910569105691,UFV — Radiação solar,Residencial (RE),B1,2019-09-13,2025-11-10
HMT3401,LDS 1762/LDS 1111/ROCHA/MONACO/SOROCABA,10386096,SETD HUMAITA,3304557,15022,HUMAITA AEREO,11317.5,424.27,47,46,395.20000000000005,394.27000000000004,0.9300000000000068,-29.07,3.491937265297107,93.14823107926559,UFV — Radiação solar,Residencial (RE),B1,2019-02-26,2025-09-19
DMC772,LDA DONABEL,1168,SETD DEMOCRATICOS,3304557,15056,DEMOCRATICOS AEREO,10860.0,394.4,11,11,394.4,394.4,0.0,0.0,3.6316758747697975,100.0,UFV — Radiação solar,Comercial (CO),B3,2021-11-09,2025-06-04
PDD3984,LDA ONDINA/MASSON,1231,SETD PIEDADE,3304557,14998,PIEDADE,8972.5,512.384,43,39,393.68000000000006,380.03,13.650000000000091,-118.704,4.387628865979382,76.83300024981266,UFV — Radiação solar,Residencial (RE),B1,2020-06-03,2025-08-16
CXS021,LDA NINA,18520785,SETD CAXIAS,3301702,15700,CAXIAS AEREO,8700.0,393.64,51,51,393.64,393.64,0.0,0.0,4.524597701149426,100.0,UFV — Radiação solar,Residencial (RE),B1,2020-01-03,2025-12-03
CRO00010,LDA DIAMANTE,18521055,SETD COELHO DA ROCHA,3305109,15035,COELHO DA ROCHA,6742.5,392.91,54,54,393.40999999999997,392.90999999999997,0.5,0.5,5.834779384501298,100.12725560560942,UFV — Radiação solar,Residencial (RE),B1,2020-04-06,2025-12-04
CBI33810,LDA VIEIRA,1141,SETD CACHAMBI,3304557,15027,CACHAMBI AEREO,4827.5,393.3,38,38,393.3,393.3,0.0,0.0,8.147074054893837,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-08-12,2025-12-05
WLS00013,LDA DIONISIO,18519994,SETD WASHINGTON LUIS,3301702,15073,WASHINGTON LUIS AEREO,7625.0,392.82,45,45,392.82,392.82,0.0,0.0,5.151737704918033,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-07-30,2025-08-07
TER29079,LDA RAINHA,1123,SETD TERRA NOVA,3304557,15044,TERRA NOVA AEREO,10380.0,392.68,30,30,392.68,392.68,0.0,0.0,3.783044315992293,100.0,UFV — Radiação solar,Residencial (RE),B1,2020-03-16,2025-12-02
RTO00014,LDA LUXEMBURGO,18520875,SETD RETIRO,3306305,14995,RETIRO,5107.5,399.57,58,57,392.16999999999996,395.57,-3.400000000000034,-7.4,7.6783162016642175,98.14800910979301,UFV — Radiação solar,Residencial (RE),B1,2019-06-13,2025-12-09
ROS001,LDA PLUTAO,18519985,SETD ROSALI,3305109,14996,ROSALI,3300.0,391.7,14,14,391.7,391.7,0.0,0.0,11.86969696969697,100.0,UFV — Radiação solar,Comercial (CO),A4,2020-05-08,2025-06-27
PMG010,LDA ALMEIDA,18520479,SETD PADRE MIGUEL,3304557,15019,PADRE MIGUEL,6517.5,416.68,56,54,391.68,393.68,-2.0,-25.0,6.009666283084004,94.00019199385619,UFV — Radiação solar,Residencial (RE),B1,2019-09-12,2025-08-01
BPD4813,LDS 4813/COSVELHO/PAINEIRAS,10385961,SETD BAEPENDI,3304557,15026,BAEPENDI AEREO,3412.5,391.63,46,46,391.62999999999994,391.62999999999994,0.0,-0.0,11.476336996336995,99.99999999999999,UFV — Radiação solar,Residencial (RE),B1,2020-02-21,2025-10-22
JDB3190,LDS 4313/4073/REGIA/BOGARINA/LRA RESEDA/LRA SACOPA/LRA CONMASO/LRA BAROCOPO,10385880,SETD JARDIM BOTANICO,3304557,15071,JARDIM BOTANICO AEREO,8540.0,392.66,55,55,390.65999999999997,392.65999999999997,-2.0,-2.0,4.574473067915691,99.49065349157031,UFV — Radiação solar,Residencial (RE),B1,2014-09-29,2025-11-05
PDG29748,LDA WERNECK,10385916,SETD PORTA DAGUA,3304557,16902,PORTA DAGUA AEREO,10062.5,389.54,31,31,389.54,389.54,0.0,0.0,3.8712049689440993,100.0,UFV — Radiação solar,Comercial (CO),B3,2021-09-01,2025-11-30
CCD757,LDA CAVALCANTE,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,7785.0,528.083,43,42,387.9,387.9,0.0,-140.183,4.982658959537572,73.45436228774643,UFV — Radiação solar,Comercial (CO),B1,2019-12-23,2025-11-30
URG29968,LDA CAREFIN,10385979,SETD URUGUAI,3304557,15025,URUGUAI AEREO,5782.5,387.78,39,39,387.78000000000003,387.78000000000003,0.0,0.0,6.70609597924773,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-04-09,2025-11-10
WLS00014,LDA BRIGADEIRO,18519994,SETD WASHINGTON LUIS,3301702,15073,WASHINGTON LUIS AEREO,11265.0,397.97,62,60,386.97,386.97,0.0,-11.0,3.4351531291611184,97.23597256074578,UFV — Radiação solar,Residencial (RE),B1,2020-08-04,2025-12-03
MTC012,LDA LIBIA,1276,SETD MATURACA,3304557,15031,MATURACA AEREO,10110.0,392.69,53,52,386.69,386.69,0.0,-6.0,3.824826904055391,98.4720772110316,UFV — Radiação solar,Residencial (RE),B1,2019-12-03,2025-11-30
MRP00004,LDA DAVINCI,224567922,SETD MARAPICU,3303500,15697,MARAPICU,8460.0,387.62,37,37,385.92,387.62,-1.6999999999999886,-1.7,4.561702127659575,99.56142613900211,UFV — Radiação solar,Residencial (RE),B1,2018-01-22,2025-12-02
BRR30503,LDS 30503,345834478,SETD BARRA 2,3304557,15689,BARRA 2,8970.0,388.25,16,16,385.25,388.25,-3.0,-3.0,4.294871794871795,99.2273019961365,UFV — Radiação solar,Comercial (CO),B3,2020-01-13,2025-11-30
PMG007,LDA VALENTIM,18520479,SETD PADRE MIGUEL,3304557,15019,PADRE MIGUEL,7612.5,385.06,60,60,385.06000000000006,385.06000000000006,0.0,0.0,5.058259441707719,100.00000000000001,UFV — Radiação solar,Residencial (RE),B1,2019-06-11,2025-11-30
ZIN004,LDA SANCRUZ,18520911,SETD ZONA INDUSTRIAL,3304557,15696,ZONA INDUSTRIAL,8895.0,383.72,23,23,383.71999999999997,383.71999999999997,0.0,-0.0,4.313884204609331,99.99999999999999,UFV — Radiação solar,Comercial (CO),B3,2020-07-21,2025-09-19
ITP0004,LDA NAPOLIS,10385988,SETD ITAPEBA,3304557,15066,ITAPEBA AEREO URBANO,9495.0,387.34,41,40,382.74,382.74,0.0,-4.6,4.030963665086888,98.81241286724841,UFV — Radiação solar,Residencial (RE),B1,2019-10-17,2025-11-06
AVD33351,LDS 33351,10385943,SETD ALVORADA,3304557,15004,ALVORADA,10880.0,382.31,19,19,382.31000000000006,382.31000000000006,0.0,0.0,3.513878676470589,100.00000000000001,UFV — Radiação solar,Comercial (CO),B3,2020-01-24,2025-11-30
ALC740,LDA TAMARATI/ LDA MAFREIRE,10385889,SETD ALDEIA CAMPISTA,3304557,15033,ALDEIA CAMPISTA,7732.5,392.01,70,68,381.96000000000004,381.96000000000004,0.0,-10.05,4.939670223084384,97.43628989056401,UFV — Radiação solar,Residencial (RE),B1,2019-05-06,2025-11-12
CSO014,LDA THOMAZ,18520821,SETD COMENDADOR SOARES,3303500,15048,COMENDADOR SOARES,5677.5,394.82,67,66,381.82,388.82,-7.0,-13.0,6.725143108762659,96.70736031609341,UFV — Radiação solar,Residencial (RE),B1,2019-04-30,2025-12-02
AFR009,LDA CATIRI,18520461,SETD ARI FRANCO,3304557,15010,ARI FRANCO,6217.5,381.32,62,62,381.32,381.32,0.0,0.0,6.133011660635304,100.0,UFV — Radiação solar,Residencial (RE),B1,2020-06-17,2025-08-11
AGR005,LDA ANIBAL,1285,SETD AGUA GRANDE,3304557,15045,AGUA GRANDE AEREO,6765.0,393.85,56,54,380.65000000000003,380.65000000000003,0.0,-13.2,5.626755358462676,96.6484702297829,UFV — Radiação solar,Residencial (RE),B1,2019-04-11,2025-12-12
CRO006,LDA COSTALIMA,18521055,SETD COELHO DA ROCHA,3305109,15054,AREIA BRANCA AEREO,5617.5,383.37,44,44,380.59000000000003,383.37,-2.7799999999999727,-2.78,6.7750778816199375,99.27485197068107,UFV — Radiação solar,Residencial (RE),B1,2019-05-21,2025-09-19
JAB00018,LDA CAROBA,18520749,SETD JABOATAO,3304557,15029,JABOATAO AEREO,7215.0,381.55,33,32,380.35,380.35,0.0,-1.2,5.271656271656272,99.68549338225658,UFV — Radiação solar,Residencial (RE),B1,2019-09-06,2025-06-18
FCN604,LDA SERTORIO,10386105,SETD FREI CANECA,3304557,15049,FREI CANECA AEREO,9202.5,380.22,28,28,380.21999999999997,380.21999999999997,0.0,-0.0,4.131703341483292,99.99999999999999,UFV — Radiação solar,Comercial (CO),B3,2021-04-21,2025-11-30
CUR33338,LDA ITAUNA,10386042,SETD CURICICA,3304557,16901,CURICICA AEREO,9757.5,385.25,60,60,379.14000000000004,385.25,-6.109999999999957,-6.11,3.8856264411990784,98.41401687216096,UFV — Radiação solar,Residencial (RE),B1,2018-07-23,2025-12-04
RCP9818,LDA AURELIANO,10386006,SETD RIO COMPRIDO,3304557,15058,RIO COMPRIDO AEREO,12220.0,378.8,29,29,378.8,378.8,0.0,0.0,3.099836333878887,100.0,UFV — Radiação solar,Comercial (CO),B3,2019-11-07,2025-11-30
MTC005,LDA MARELI,1276,SETD MATURACA,3304557,15031,MATURACA AEREO,5332.5,382.1,54,54,378.47,382.1000000000001,-3.6300000000000523,-3.63,7.097421472105016,99.0499869144203,UFV — Radiação solar,Residencial (RE),B1,2018-10-09,2025-09-09
CSO007,LDA BROMELIA,18520821,SETD COMENDADOR SOARES,3303500,15048,COMENDADOR SOARES,8715.0,382.38,46,45,377.56,377.47999999999996,0.08000000000004093,-4.82,4.332300631095812,98.73947382185261,UFV — Radiação solar,Residencial (RE),B1,2019-05-03,2025-11-30
ESP008,LDA ESPECIALISTA,18519958,SETD ESPERANCA,3304557,16899,ESPERANCA AEREO AT/MT,6450.0,465.002,49,48,377.0,377.75,-0.75,-88.002,5.844961240310077,81.0749201078705,UFV — Radiação solar,Residencial (RE),B1,2020-03-09,2025-11-30
VVQ9903,LDA TURVANIA,1177,SETD VILA VALQUEIRE,3304557,15032,VILA VALQUEIRE,5737.5,425.43,55,53,376.93,376.93,0.0,-48.5,6.56958605664488,88.59976964482993,UFV — Radiação solar,Residencial (RE),B1,2019-07-01,2025-12-08
ABR004,LDA VITALINA,18520731,SETD AREIA BRANCA,3300456,15054,AREIA BRANCA AEREO,8070.0,376.95,53,53,374.95,376.95,-2.0,-2.0,4.6462205700123915,99.46942565326967,UFV — Radiação solar,Residencial (RE),B1,2019-07-09,2025-12-01
AGR013,LDA PONTAPORA,1285,SETD AGUA GRANDE,3304557,15045,AGUA GRANDE AEREO,7297.5,378.49,53,53,374.49,378.49,-4.0,-4.0,5.131757451181912,98.94316890802928,UFV — Radiação solar,Residencial (RE),B1,2018-12-12,2025-12-04
CAM011,LDA JACERDA,18520488,SETD CAMARA,3304557,14991,CAMARA,6832.5,383.0,55,54,373.99999999999994,373.99999999999994,0.0,-9.0,5.473838272960116,97.65013054830285,UFV — Radiação solar,Residencial (RE),B1,2021-06-07,2025-11-17
