grupo,caso,descricao,cluster,origem,ctmt_principal,ctmts_cluster,trecho_falta,criterio_falta,modelo_carga,fas_con,loadmult,trocas_fas_con,n_opcoes,n_viaveis,decisao,tipo_decisao,virou_decisao,opcao_score,fonte_score,score_viavel,margem_disjuntor,i_disjuntor_a,i_nominal_a,vmin_mt_pu,vmin_mt_barra,vmax_mt_pu,vmax_mt_barra,carregamento_max_mt_pct,perdas_kw,motivos,ajustes
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,curva,rebalanceado,0.8,2184,10,10,11053620,restaurar,False,11053620,TQR33859,True,0.6875506077589607,176.2839471023944,564.2,1.0148668798536091,tqr33862_mt_360100,1.0449992665599708,tqr33859_mt_50380,31.24559255736994,533.729966285951,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,curva,rebalanceado,1.0,2184,10,10,11056672,restaurar,True,11056672,TQR33859,True,0.6167586283966218,216.22478185862605,564.2,0.9969899985362866,tqr33862_mt_360100,1.0449990652538914,tqr33859_mt_50380,45.13718922728432,713.5057214177509,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,curva,rebalanceado,1.2,2184,10,10,11053620,restaurar,False,11053620,TQR33859,True,0.5466577004731069,255.77572539307312,564.2,1.0013948623120368,tqr33862_mt_360100,1.0449988593056174,tqr33859_mt_50380,45.334892841717924,889.6456930059768,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,curva,rebalanceado,1.4,2184,10,5,11056672,restaurar,True,11056672,TQR33859,True,0.4799566344493537,293.40846684367466,564.2,0.9799149225682492,tqr33862_mt_360100,1.0449986396797446,tqr33859_mt_50380,61.303374240183906,1113.1509437998661,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,nominal,cadastrado,0.6,0,10,10,11056672,restaurar,True,11056672,TQR33859,True,0.586960388943686,233.03694855797238,564.2,0.9941477873236191,tqr33862_mt_360100,1.0449989719053225,tqr33859_mt_50380,50.0322151702745,799.0223590659003,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,nominal,cadastrado,0.8,0,10,5,11056672,restaurar,True,11056672,TQR33859,True,0.4637486368486799,302.55301908997484,564.2,0.9789857046899813,tqr33862_mt_360100,1.044998586061961,tqr33859_mt_50380,65.05788437080207,1173.4354877883195,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,nominal,cadastrado,1.0,0,10,5,11056672,restaurar,True,11056672,TQR33859,True,0.34640255930948644,368.7596760375878,564.2,0.9644227287981497,tqr33862_mt_360100,1.0449981826338004,tqr33859_mt_50380,79.4020339904435,1594.310682509815,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,nominal,cadastrado,1.2,0,10,5,11056672,restaurar,True,11056672,TQR33859,True,0.23470311967672372,431.7804998783925,564.2,0.9504386397909137,tqr33862_mt_360100,1.0449977686137795,tqr33859_mt_50380,92.88698725870128,2050.7839152403317,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,nominal,cadastrado,1.4,0,10,4,11053620,restaurar,False,11053620,TQR33859,True,0.12396077611811322,494.26133011416056,564.2,0.956561282094502,tqr33859_mt_395491,1.0449973578343756,tqr33859_mt_50380,87.60443869255,2488.5333919079185,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,nominal,rebalanceado,0.6,2147,10,10,11053620,restaurar,False,11053620,TQR33859,True,0.5825606297507109,235.51929269464893,564.2,1.0032043202457543,tqr33859_mt_395491,1.0449989845439187,tqr33859_mt_50380,41.744353789546395,776.9849332947408,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,nominal,rebalanceado,0.8,2147,10,5,11056672,restaurar,True,11056672,TQR33859,True,0.457547897301363,306.051476342571,564.2,0.9776757492453418,tqr33862_mt_360100,1.0449985974074083,tqr33859_mt_50380,65.40544005720729,1160.8870156377502,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,nominal,rebalanceado,1.0,2147,10,5,11056672,restaurar,True,11056672,TQR33859,True,0.33752943411698394,373.7658932711977,564.2,0.962857079365714,tqr33862_mt_360100,1.0449981924663143,tqr33859_mt_50380,79.87676886466679,1580.0738383585017,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,nominal,rebalanceado,1.2,2147,10,5,11056672,restaurar,True,11056672,TQR33859,True,0.22384093191396387,437.9089462141416,564.2,0.9486567610494757,tqr33862_mt_360100,1.044997790519207,tqr33859_mt_50380,93.52457387527448,2035.5360526416193,,vminpu=0.9
cenario,taquara_bocari,"Falta permanente em TQR33862 LDA BOCARI (cluster TQR, regressão): 4 chaves isolam, 2.023 UCBT restauráveis por PARNAIBA (tie 1007642983) ou CURUMAU (tie 789941518).",taquara,cenário taquara,TQR33862,TQR0007;TQR33859;TQR33862,11798327,cenário nomeado,nominal,rebalanceado,1.4,2147,10,4,11053620,restaurar,False,11053620,TQR33859,True,0.1110121078165102,501.566968769925,564.2,0.9550843351484148,tqr33859_mt_395491,1.0449973972760358,tqr33859_mt_50380,88.89929810807357,2471.6064980391525,,vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,curva,cadastrado,0.6,0,15,15,462279321,restaurar,False,462279321,BAR000,True,0.85232811740786,83.3164761584854,564.2,1.0284113062247129,brr38521_mt_447665,1.044999693650977,bar000_mt_51516,29.267299447923072,614.9669431952015,,vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,curva,cadastrado,0.8,0,15,15,470326292,restaurar,True,470326292,BAR000,True,0.806571585797765,109.132311292901,564.2,1.0208124033026489,brr38521_mt_447665,1.044999589066983,bar000_mt_51516,38.335078957133824,781.714859443459,,vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,curva,cadastrado,1.0,0,15,15,462279321,restaurar,False,462279321,BAR000,True,0.7610209357103082,134.83198807224417,564.2,1.0179311306803815,brr38521_mt_447665,1.0449994826027589,bar000_mt_51516,47.362046738634255,970.2983580250781,,vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,curva,cadastrado,1.2,0,15,15,462279321,restaurar,False,462279321,BAR000,True,0.7159366516719705,160.2685411266742,564.2,1.0127426463153029,brr38521_mt_447665,1.0449993752973017,bar000_mt_51516,56.29658276418716,1183.8605240200634,,vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,curva,cadastrado,1.4,0,15,15,462279321,restaurar,False,462279321,BAR000,True,0.6711748296720397,185.52316109903524,564.2,1.0075761366413267,brr38521_mt_447665,1.0449992658081289,bar000_mt_51516,65.16721271941518,1418.1905934549807,,vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,curva,rebalanceado,0.6,2535,15,15,462279321,restaurar,False,462279321,BAR000,True,0.8525741439650073,83.1776679749429,564.2,1.0283365735234173,brr38521_mt_447665,1.0449996921095583,bar000_mt_51516,29.2186058106341,612.3908995868214,,vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,curva,rebalanceado,0.8,2535,15,15,462279321,restaurar,False,462279321,BAR000,True,0.8068725610574473,108.96250105138824,564.2,1.0230610372066036,brr38521_mt_447665,1.0449995864524957,bar000_mt_51516,38.275496870513365,775.4957286225338,,vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,curva,rebalanceado,1.0,2535,15,15,462279321,restaurar,False,462279321,BAR000,True,0.7615178751024758,134.55161486718313,564.2,1.017815606703465,brr38521_mt_447665,1.044999479587969,bar000_mt_51516,47.263627671126876,964.3534747812816,,vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,curva,rebalanceado,1.2,2535,15,15,462279321,restaurar,False,462279321,BAR000,True,0.7165236934425456,159.93733215971574,564.2,1.0126060909248362,brr38521_mt_447665,1.0449993716672143,bar000_mt_51516,56.18030718579686,1176.5296720584645,,vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,curva,rebalanceado,1.4,2535,15,15,462279321,restaurar,False,462279321,BAR000,True,0.671861960583143,185.13548183899076,564.2,1.0074146713774703,brr38521_mt_447665,1.0449992611641687,bar000_mt_51516,65.03110256285183,1409.5776478373455,,vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,nominal,cadastrado,0.6,0,15,15,462279321,restaurar,False,462279321,BAR000,True,0.6866436960007615,176.7956267163704,564.2,1.0095636729411075,brr38521_mt_447665,1.0449992870381615,bar000_mt_51516,62.10173406830891,1033.1216437912994,,vminpu=0.9; model=2
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,nominal,cadastrado,0.8,0,15,10,470326292,restaurar,True,470326292,BAR000,True,0.5856017514028724,233.8034918584994,564.2,0.9928012254971468,brr38521_mt_447665,1.0449990425778954,bar000_mt_51516,82.12561523046496,1537.1356846265476,,vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,nominal,cadastrado,1.0,0,15,2,1004924862,restaurar,True,1004924862,PDG0006,True,0.12433411220049993,494.050693896478,564.2,0.9322647001245238,brr38521_mt_447665,1.0449973959726322,pdg0006_mt_461463,87.56777271640856,2182.1372936409425,,vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,nominal,cadastrado,1.2,0,15,0,sem transferência,sem_opcao_viavel,True,470326292,BAR000,False,0.39062747111468876,343.8079807970926,564.2,0.9676727307535318,brr38521_mt_447665,1.0449985102470303,bar000_mt_51516,120.76443648861832,2641.8431557467684,"11 trecho(s) MT acima de 100 % (Line.smt_584632598 121 %, Line.smt_362486833 121 %, Line.smt_362488297 121 %)",vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,nominal,cadastrado,1.4,0,15,0,sem transferência,sem_opcao_viavel,True,470326292,BAR000,False,0.29686107372457543,396.7109822045946,564.2,0.9554885912615647,brr38521_mt_447665,1.0449982232863704,bar000_mt_51516,139.34649313479304,3274.000026234642,"16 trecho(s) MT acima de 100 % (Line.smt_584632598 139 %, Line.smt_362486833 139 %, Line.smt_362488297 139 %)",vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,nominal,rebalanceado,0.6,2541,15,15,470326292,restaurar,True,470326292,BAR000,True,0.6871789242748552,176.4936509241267,564.2,1.005578131640692,brr38521_mt_447665,1.0449992876840195,bar000_mt_51516,61.99571690502227,1032.8147576952213,,vminpu=0.9; model=2
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,nominal,rebalanceado,0.8,2541,15,10,462279321,restaurar,False,462279321,BAR000,True,0.5850491329451565,234.1152791923427,564.2,0.9976014008472267,brr38521_mt_447665,1.0449990438992507,bar000_mt_51516,82.2351757188275,1516.0934925791296,,vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,nominal,rebalanceado,1.0,2541,15,2,1004924862,restaurar,True,1004924862,PDG0006,True,0.12079594512953777,496.04692775791483,564.2,0.931591907098164,brr38521_mt_447665,1.0449974127315815,pdg0006_mt_461463,87.92159606066475,2169.825495155087,,vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,nominal,rebalanceado,1.2,2541,15,0,sem transferência,sem_opcao_viavel,True,462279321,BAR000,False,0.38970284600264915,344.32965428530537,564.2,0.974801459089244,brr38521_mt_447665,1.0449985149618712,bar000_mt_51516,120.94771085203652,2602.6882003978994,"11 trecho(s) MT acima de 100 % (Line.smt_584632598 121 %, Line.smt_362486833 121 %, Line.smt_362488297 121 %)",vminpu=0.9
alimentador,BRR38521,"amostra #91 — região Barra/Recreio, porte G, 15 opção(ões) / 15 viável(is)",cluster_BRR38521-BAR000-BAR29407-BAR3176-PDG0006-PDG33647,issue #91 / docs/bench/2026-09-11-generalizacao.csv,BRR38521,BAR000;BAR29407;BAR3176;BRR38521;PDG0006;PDG33647,655895678,maior trecho do tronco do CTMT principal,nominal,rebalanceado,1.4,2541,15,0,sem transferência,sem_opcao_viavel,True,470326292,BAR000,False,0.2963664848870711,396.9900292267145,564.2,0.9549980285294367,brr38521_mt_447665,1.0449982245218212,bar000_mt_51516,139.44454990873442,3255.785031041253,"16 trecho(s) MT acima de 100 % (Line.smt_584632598 139 %, Line.smt_362486833 139 %, Line.smt_362488297 139 %)",vminpu=0.9
alimentador,ALC683,"amostra #91 — região Tijuca, porte P, 6 opção(ões) / 6 viável(is)",cluster_ALC683-ALC718-ALC740-ALC868-ALC9946,issue #91 / docs/bench/2026-09-11-generalizacao.csv,ALC683,ALC868;ALC718;ALC740;ALC683;ALC9946,12435787,maior trecho do tronco do CTMT principal,curva,cadastrado,0.6,0,6,6,11121256,restaurar,False,11121256,ALC718,True,0.8400953401118837,94.58360632382079,591.5,1.0415608615599816,alc683_mt_357172,1.044999567932011,alc718_mt_50516,16.764687904436627,360.84468797143177,,vminpu=0.9
alimentador,ALC683,"amostra #91 — região Tijuca, porte P, 6 opção(ões) / 6 viável(is)",cluster_ALC683-ALC718-ALC740-ALC868-ALC9946,issue #91 / docs/bench/2026-09-11-generalizacao.csv,ALC683,ALC868;ALC718;ALC740;ALC683;ALC9946,12435787,maior trecho do tronco do CTMT principal,curva,cadastrado,0.8,0,6,6,11121256,restaurar,False,11121256,ALC718,True,0.7883203818623723,125.2084941284068,591.5,1.040428849283616,alc683_mt_357172,1.04499941730208,alc718_mt_50516,22.192713652783553,515.1560345827179,,vminpu=0.9
alimentador,ALC683,"amostra #91 — região Tijuca, porte P, 6 opção(ões) / 6 viável(is)",cluster_ALC683-ALC718-ALC740-ALC868-ALC9946,issue #91 / docs/bench/2026-09-11-generalizacao.csv,ALC683,ALC868;ALC718;ALC740;ALC683;ALC9946,12435787,maior trecho do tronco do CTMT principal,curva,cadastrado,1.0,0,6,6,11121256,restaurar,False,11121256,ALC718,True,0.7370313264304703,155.54597041637678,591.5,1.0392990500196297,alc683_mt_357172,1.044999263277193,alc718_mt_50516,27.56979761447052,694.4198504062427,,vminpu=0.9
alimentador,ALC683,"amostra #91 — região Tijuca, porte P, 6 opção(ões) / 6 viável(is)",cluster_ALC683-ALC718-ALC740-ALC868-ALC9946,issue #91 / docs/bench/2026-09-11-generalizacao.csv,ALC683,ALC868;ALC718;ALC740;ALC683;ALC9946,12435787,maior trecho do tronco do CTMT principal,curva,cadastrado,1.2,0,6,6,11121256,restaurar,False,11121256,ALC718,True,0.6862661032959977,185.57359990041738,591.5,1.038171418719826,alc683_mt_357172,1.0449991056704673,alc718_mt_50516,32.89196384578554,895.1353917595553,,vminpu=0.9
alimentador,ALC683,"amostra #91 — região Tijuca, porte P, 6 opção(ões) / 6 viável(is)",cluster_ALC683-ALC718-ALC740-ALC868-ALC9946,issue #91 / docs/bench/2026-09-11-generalizacao.csv,ALC683,ALC868;ALC718;ALC740;ALC683;ALC9946,12435787,maior trecho do tronco do CTMT principal,curva,cadastrado,1.4,0,6,6,11121256,restaurar,False,11121256,ALC718,True,0.6360780539430734,215.25983109267216,591.5,1.0370429756308581,alc683_mt_357172,1.0449989434080666,alc718_mt_50516,38.153620400907236,1114.8806447955842,,vminpu=0.9
alimentador,ALC683,"amostra #91 — região Tijuca, porte P, 6 opção(ões) / 6 viável(is)",cluster_ALC683-ALC718-ALC740-ALC868-ALC9946,issue #91 / docs/bench/2026-09-11-generalizacao.csv,ALC683,ALC868;ALC718;ALC740;ALC683;ALC9946,12435787,maior trecho do tronco do CTMT principal,curva,rebalanceado,0.6,2366,6,6,11121256,restaurar,False,11121256,ALC718,True,0.8413119056769358,93.86400779209248,591.5,1.0416388031363952,alc683_mt_357172,1.0449995566039416,alc718_mt_50516,16.637128117735795,348.67396444164694,,vminpu=0.9
alimentador,ALC683,"amostra #91 — região Tijuca, porte P, 6 opção(ões) / 6 viável(is)",cluster_ALC683-ALC718-ALC740-ALC868-ALC9946,issue #91 / docs/bench/2026-09-11-generalizacao.csv,ALC683,ALC868;ALC718;ALC740;ALC683;ALC9946,12435787,maior trecho do tronco do CTMT principal,curva,rebalanceado,0.8,2366,6,6,11121256,restaurar,False,11121256,ALC718,True,0.7897547331518172,124.36007534070013,591.5,1.04052578262977,alc683_mt_357172,1.0449994029059622,alc718_mt_50516,22.04232188706511,501.22832829475203,,vminpu=0.9
alimentador,ALC683,"amostra #91 — região Tijuca, porte P, 6 opção(ões) / 6 viável(is)",cluster_ALC683-ALC718-ALC740-ALC868-ALC9946,issue #91 / docs/bench/2026-09-11-generalizacao.csv,ALC683,ALC868;ALC718;ALC740;ALC683;ALC9946,12435787,maior trecho do tronco do CTMT principal,curva,rebalanceado,1.0,2366,6,6,11121256,restaurar,False,11121256,ALC718,True,0.7386600058603369,154.58260653361074,591.5,1.039412042875778,alc683_mt_357172,1.0449992460171114,alc718_mt_50516,27.399033344791345,679.4735086142518,,vminpu=0.9
alimentador,ALC683,"amostra #91 — região Tijuca, porte P, 6 opção(ões) / 6 viável(is)",cluster_ALC683-ALC718-ALC740-ALC868-ALC9946,issue #91 / docs/bench/2026-09-11-generalizacao.csv,ALC683,ALC868;ALC718;ALC740;ALC683;ALC9946,12435787,maior trecho do tronco do CTMT principal,curva,rebalanceado,1.2,2366,6,6,11121256,restaurar,False,11121256,ALC718,True,0.6880694129364422,184.50694224809448,591.5,1.0382995400425623,alc683_mt_357172,1.0449990858890201,alc718_mt_50516,32.702892039597835,879.6183810289727,,vminpu=0.9
alimentador,ALC683,"amostra #91 — região Tijuca, porte P, 6 opção(ões) / 6 viável(is)",cluster_ALC683-ALC718-ALC740-ALC868-ALC9946,issue #91 / docs/bench/2026-09-11-generalizacao.csv,ALC683,ALC868;ALC718;ALC740;ALC683;ALC9946,12435787,maior trecho do tronco do CTMT principal,curva,rebalanceado,1.4,2366,6,6,11121256,restaurar,False,11121256,ALC718,True,0.6379662847695872,214.14294255878917,591.5,1.0371830248774296,alc683_mt_357172,1.044998920905986,alc718_mt_50516,37.95564606135114,1099.7802658491107,,vminpu=0.9
alimentador,ALC683,"amostra #91 — região Tijuca, porte P, 6 opção(ões) / 6 viável(is)",cluster_ALC683-ALC718-ALC740-ALC868-ALC9946,issue #91 / docs/bench/2026-09-11-generalizacao.csv,ALC683,ALC868;ALC718;ALC740;ALC683;ALC9946,12435787,maior trecho do tronco do CTMT principal,nominal,cadastrado,0.6,0,6,6,11121256,restaurar,False,11121256,ALC718,True,0.752411411003001,146.4486503917249,591.5,1.039596125813442,alc718_mt_403300,1.044999317917213,alc718_mt_50516,25.95737132483748,609.0150480479973,,vminpu=0.9
